Latitude (decimal degrees): 67.554
Longitude (decimal degrees): 133.390
Elevation (m): 141.0
month,year
1,2019
2,2005
3,2016
4,2008
5,2017
6,2010
7,2010
8,2009
9,2008
10,2013
11,2013
12,2017
time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20131123:2000,-33.15,73.15,0.0,-0.0,0.0,150.95,0.76,205.0,100080.0
20131123:2100,-33.71,73.1,0.0,-0.0,0.0,154.05,0.83,205.0,100129.0
20131123:2200,-34.56,72.75,0.0,-0.0,0.0,155.2,0.9,209.0,100179.0
20131123:2300,-35.04,72.45,0.0,-0.0,0.0,152.7,0.9,219.0,100247.0
20131124:0000,-34.81,72.55,0.0,-0.0,0.0,156.75,0.83,222.0,100316.0
20131124:0100,-35.21,72.2,0.0,-0.0,0.0,160.85,0.76,227.0,100346.0
20131124:0200,-35.02,72.35,2.95,0.0,2.95,157.7,0.83,217.0,100375.0
20131124:0300,-34.34,72.85,11.05,0.0,11.05,157.35,0.9,216.0,100395.0
20131124:0400,-33.68,73.25,9.45,0.0,9.45,163.1,0.9,219.0,100444.0
20131124:0500,-33.48,73.5,0.0,-0.0,0.0,153.85,0.97,220.0,100464.0
20131124:0600,-33.24,73.55,0.0,-0.0,0.0,152.7,0.9,220.0,100513.0
20131124:0700,-32.38,73.4,0.0,-0.0,0.0,156.55,0.76,201.0,100542.0
20131124:0800,-32.89,73.45,0.0,-0.0,0.0,162.55,0.76,210.0,100562.0
20131124:0900,-33.3,73.55,0.0,-0.0,0.0,158.5,0.9,217.0,100621.0
20131124:1000,-33.22,73.55,0.0,-0.0,0.0,169.65,0.9,219.0,100759.0
20131124:1100,-32.79,73.7,0.0,-0.0,0.0,176.4,0.83,216.0,100788.0
20131124:1200,-32.44,73.9,0.0,-0.0,0.0,175.05,0.9,215.0,100798.0
20131124:1300,-31.76,74.2,0.0,-0.0,0.0,180.1,0.9,210.0,100857.0
20131124:1400,-30.84,74.65,0.0,-0.0,0.0,187.4,0.97,202.0,100867.0
20131124:1500,-30.04,74.75,0.0,-0.0,0.0,190.3,0.97,201.0,100887.0
20131124:1600,-29.6,75.0,0.0,-0.0,0.0,183.55,1.03,206.0,100936.0
20131124:1700,-29.39,75.15,0.0,-0.0,0.0,178.9,1.1,206.0,100965.0
20131124:1800,-29.19,75.3,0.0,-0.0,0.0,181.6,1.1,201.0,101005.0
20131124:1900,-30.51,74.7,0.0,-0.0,0.0,168.3,1.31,197.0,101014.0
20131124:2000,-30.54,74.7,0.0,-0.0,0.0,168.15,1.31,194.0,101064.0
20131124:2100,-30.6,74.8,0.0,-0.0,0.0,167.75,1.31,195.0,101073.0
20131124:2200,-30.74,74.8,0.0,-0.0,0.0,164.65,1.31,190.0,101142.0
20131124:2300,-31.03,74.8,0.0,-0.0,0.0,160.05,1.38,185.0,101152.0
20131125:0000,-31.8,74.2,0.0,-0.0,0.0,166.2,1.31,185.0,101191.0
20131125:0100,-32.19,73.95,0.0,-0.0,0.0,157.2,1.38,190.0,101231.0
20131125:0200,-32.34,74.35,2.05,0.0,2.05,145.2,1.52,194.0,101221.0
20131125:0300,-32.63,74.7,9.15,0.0,9.15,141.5,1.66,192.0,101221.0
20131125:0400,-33.02,74.95,8.3,0.0,8.3,144.0,1.72,186.0,101221.0
20131125:0500,-33.72,75.55,0.0,-0.0,0.0,135.75,1.79,181.0,101250.0
20131125:0600,-34.31,76.35,0.0,-0.0,0.0,133.4,1.93,184.0,101250.0
20131125:0700,-34.88,77.15,0.0,-0.0,0.0,131.7,2.21,184.0,101270.0
20131125:0800,-35.13,77.25,0.0,-0.0,0.0,133.05,2.28,187.0,101260.0
20131125:0900,-35.17,77.45,0.0,-0.0,0.0,132.65,2.28,190.0,101260.0
20131125:1000,-35.1,77.9,0.0,-0.0,0.0,132.65,2.28,190.0,101309.0
20131125:1100,-34.98,78.3,0.0,-0.0,0.0,133.05,2.28,187.0,101260.0
20131125:1200,-34.79,78.5,0.0,-0.0,0.0,133.4,2.34,185.0,101221.0
20131125:1300,-34.52,78.65,0.0,-0.0,0.0,135.35,2.34,186.0,101191.0
20131125:1400,-34.21,78.75,0.0,-0.0,0.0,137.1,2.34,187.0,101123.0
20131125:1500,-33.9,79.0,0.0,-0.0,0.0,137.65,2.34,185.0,101034.0
20131125:1600,-33.55,79.4,0.0,-0.0,0.0,137.1,2.41,185.0,100965.0
20131125:1700,-33.2,79.65,0.0,-0.0,0.0,137.25,2.41,186.0,100887.0
20131125:1800,-32.87,79.85,0.0,-0.0,0.0,138.05,2.48,186.0,100798.0
20131125:1900,-32.39,79.4,0.0,-0.0,0.0,137.85,2.69,186.0,100719.0
20131125:2000,-31.95,78.4,0.0,-0.0,0.0,139.4,2.62,185.0,100611.0
20131125:2100,-31.57,77.9,0.0,-0.0,0.0,140.35,2.62,184.0,100513.0
20131125:2200,-31.09,77.4,0.0,-0.0,0.0,141.3,2.69,183.0,100375.0
20131125:2300,-30.57,77.0,0.0,-0.0,0.0,140.15,2.69,183.0,100316.0
20131126:0000,-29.9,76.5,0.0,-0.0,0.0,140.75,2.83,184.0,100228.0
20131126:0100,-29.29,76.0,0.0,-0.0,0.0,141.0,2.83,184.0,100139.0
20131126:0200,-28.85,75.75,1.45,0.0,1.45,141.9,2.69,186.0,100011.0
20131126:0300,-28.46,75.5,7.85,0.0,7.85,142.5,2.69,186.0,99923.0
20131126:0400,-28.28,75.4,7.0,0.0,7.0,141.9,2.62,182.0,99805.0
20131126:0500,-28.5,75.75,0.0,-0.0,0.0,142.1,2.55,181.0,99706.0
20131126:0600,-28.82,76.15,0.0,-0.0,0.0,142.3,2.48,182.0,99618.0
20131126:0700,-28.98,75.85,0.0,-0.0,0.0,142.1,2.69,179.0,99579.0
20131126:0800,-29.23,75.65,0.0,-0.0,0.0,142.5,2.55,178.0,99539.0
20131126:0900,-29.46,75.85,0.0,-0.0,0.0,142.1,2.48,178.0,99480.0
20131126:1000,-29.68,76.3,0.0,-0.0,0.0,141.9,2.41,181.0,99362.0
20131126:1100,-29.84,76.95,0.0,-0.0,0.0,142.3,2.34,181.0,99362.0
20131126:1200,-29.89,77.65,0.0,-0.0,0.0,142.1,2.28,179.0,99313.0
20131126:1300,-29.9,78.4,0.0,-0.0,0.0,142.65,2.14,177.0,99254.0
20131126:1400,-29.99,79.2,0.0,-0.0,0.0,143.05,2.14,178.0,99234.0
20131126:1500,-30.12,80.05,0.0,-0.0,0.0,142.5,2.07,178.0,99225.0
20131126:1600,-30.21,80.9,0.0,-0.0,0.0,143.05,2.0,175.0,99234.0
20131126:1700,-30.12,81.3,0.0,-0.0,0.0,142.85,1.86,176.0,99234.0
20131126:1800,-30.15,81.25,0.0,-0.0,0.0,143.65,1.79,182.0,99205.0
20131126:1900,-30.85,81.65,0.0,-0.0,0.0,144.2,2.0,178.0,99185.0
20131126:2000,-30.85,81.15,0.0,-0.0,0.0,143.05,1.86,177.0,99195.0
20131126:2100,-30.98,80.65,0.0,-0.0,0.0,141.9,1.79,176.0,99205.0
20131126:2200,-31.14,80.05,0.0,-0.0,0.0,140.95,1.72,176.0,99185.0
20131126:2300,-31.23,79.4,0.0,-0.0,0.0,139.95,1.66,176.0,99156.0
20131127:0000,-31.51,78.75,0.0,-0.0,0.0,139.2,1.59,174.0,99146.0
20131127:0100,-31.59,77.8,0.0,-0.0,0.0,139.65,1.45,184.0,99136.0
20131127:0200,-32.07,77.35,0.9,0.0,0.9,141.5,1.45,202.0,99087.0
20131127:0300,-32.15,76.6,6.7,0.0,6.7,141.3,1.31,198.0,99038.0
20131127:0400,-32.76,75.4,5.65,0.0,5.65,145.35,1.24,183.0,99008.0
20131127:0500,-32.88,75.1,0.0,-0.0,0.0,151.75,1.17,175.0,98969.0
20131127:0600,-32.85,75.0,0.0,-0.0,0.0,144.6,1.17,184.0,98979.0
20131127:0700,-32.31,75.35,0.0,-0.0,0.0,147.5,1.17,195.0,98959.0
20131127:0800,-33.1,75.6,0.0,-0.0,0.0,145.0,1.31,200.0,98939.0
20131127:0900,-33.62,75.25,0.0,-0.0,0.0,146.55,1.38,195.0,98900.0
20131127:1000,-34.22,75.2,0.0,-0.0,0.0,137.25,1.38,190.0,98949.0
20131127:1100,-34.49,75.0,0.0,-0.0,0.0,134.55,1.38,191.0,98910.0
20131127:1200,-34.49,74.55,0.0,-0.0,0.0,134.55,1.24,191.0,98841.0
20131127:1300,-34.01,73.8,0.0,-0.0,0.0,133.8,1.1,190.0,98802.0
20131127:1400,-33.66,72.95,0.0,-0.0,0.0,133.2,1.03,188.0,98802.0
20131127:1500,-33.69,72.6,0.0,-0.0,0.0,133.05,0.9,181.0,98782.0
20131127:1600,-34.07,72.35,0.0,-0.0,0.0,133.4,0.69,164.0,98782.0
20131127:1700,-34.74,72.0,0.0,-0.0,0.0,132.85,0.41,149.0,98753.0
20131127:1800,-35.48,71.6,0.0,-0.0,0.0,132.45,0.14,230.0,98713.0
20131127:1900,-36.14,71.2,0.0,-0.0,0.0,130.5,0.14,230.0,98713.0
20131127:2000,-37.14,70.5,0.0,-0.0,0.0,131.3,0.21,264.0,98703.0
20131127:2100,-37.82,70.1,0.0,-0.0,0.0,131.3,0.21,275.0,98664.0
20131127:2200,-38.2,69.95,0.0,-0.0,0.0,132.05,0.21,289.0,98743.0
20131127:2300,-38.33,69.85,0.0,-0.0,0.0,135.9,0.28,298.0,98733.0
20131128:0000,-38.21,70.0,0.0,-0.0,0.0,147.7,0.34,275.0,98713.0
20131128:0100,-37.63,70.15,0.0,-0.0,0.0,162.75,0.48,274.0,98733.0
20131128:0200,-36.9,70.9,0.45,0.0,0.45,168.9,0.41,271.0,98743.0
20131128:0300,-35.83,70.55,6.1,0.0,6.1,173.55,0.41,266.0,98694.0
20131128:0400,-34.95,69.95,5.3,0.0,5.3,174.5,0.48,252.0,98644.0
20131128:0500,-34.47,69.9,0.0,-0.0,0.0,172.35,0.55,234.0,98654.0
20131128:0600,-34.44,70.7,0.0,-0.0,0.0,157.9,0.76,243.0,98694.0
20131128:0700,-34.66,70.65,0.0,-0.0,0.0,163.1,0.9,240.0,98713.0
20131128:0800,-34.46,70.55,0.0,-0.0,0.0,176.05,0.83,235.0,98743.0
20131128:0900,-33.84,70.2,0.0,-0.0,0.0,179.5,0.76,231.0,98772.0
20131128:1000,-33.28,69.85,0.0,-0.0,0.0,178.35,0.76,226.0,98890.0
20131128:1100,-32.98,70.5,0.0,-0.0,0.0,175.65,0.83,229.0,98851.0
20131128:1200,-33.25,71.75,0.0,-0.0,0.0,163.5,1.03,237.0,98821.0
20131128:1300,-33.43,72.5,0.0,-0.0,0.0,162.55,1.03,230.0,98772.0
20131128:1400,-33.59,72.55,0.0,-0.0,0.0,160.05,0.97,218.0,98772.0
20131128:1500,-33.27,72.2,0.0,-0.0,0.0,170.85,0.9,210.0,98831.0
20131128:1600,-33.06,71.65,0.0,-0.0,0.0,166.2,1.03,222.0,98851.0
20131128:1700,-32.92,71.3,0.0,-0.0,0.0,162.9,1.17,229.0,98841.0
20131128:1800,-32.99,71.7,0.0,-0.0,0.0,159.65,1.24,232.0,98812.0
20131128:1900,-33.84,72.0,0.0,-0.0,0.0,152.3,1.38,220.0,98841.0
20131128:2000,-34.21,72.4,0.0,-0.0,0.0,152.3,1.31,217.0,98821.0
20131128:2100,-34.46,72.35,0.0,-0.0,0.0,152.7,1.24,218.0,98831.0
20131128:2200,-34.81,72.55,0.0,-0.0,0.0,157.15,1.17,215.0,98930.0
20131128:2300,-34.87,72.3,0.0,-0.0,0.0,153.1,1.17,209.0,98930.0
20131129:0000,-35.12,72.55,0.0,-0.0,0.0,148.85,1.24,206.0,98930.0
20131129:0100,-35.28,72.6,0.0,-0.0,0.0,147.35,1.31,200.0,98939.0
20131129:0200,-35.32,72.55,0.2,0.0,0.2,145.35,1.45,198.0,98939.0
20131129:0300,-35.35,72.85,4.9,0.0,4.9,141.7,1.45,202.0,98930.0
20131129:0400,-35.33,73.45,3.9,0.0,3.9,138.45,1.38,201.0,98920.0
20131129:0500,-35.36,73.8,0.0,-0.0,0.0,136.7,1.31,191.0,98920.0
20131129:0600,-35.71,73.95,0.0,-0.0,0.0,139.2,1.38,181.0,98930.0
20131129:0700,-36.74,73.4,0.0,-0.0,0.0,135.9,1.52,178.0,98949.0
20131129:0800,-37.42,72.25,0.0,-0.0,0.0,140.35,1.45,178.0,98959.0
20131129:0900,-37.44,72.3,0.0,-0.0,0.0,135.55,1.31,171.0,98969.0
20131129:1000,-36.81,72.25,0.0,-0.0,0.0,140.75,1.1,165.0,99166.0
20131129:1100,-36.18,71.85,0.0,-0.0,0.0,138.8,0.9,162.0,99116.0
20131129:1200,-36.19,71.6,0.0,-0.0,0.0,136.9,0.9,164.0,99107.0
20131129:1300,-35.89,71.4,0.0,-0.0,0.0,143.25,0.83,165.0,99097.0
20131129:1400,-35.85,71.25,0.0,-0.0,0.0,133.2,0.83,168.0,99087.0
20131129:1500,-35.92,71.3,0.0,-0.0,0.0,134.55,0.69,178.0,99087.0
20131129:1600,-35.98,71.25,0.0,-0.0,0.0,134.4,0.62,175.0,99097.0
20131129:1700,-36.11,71.1,0.0,-0.0,0.0,132.65,0.62,150.0,99116.0
20131129:1800,-36.46,71.0,0.0,-0.0,0.0,134.55,0.62,141.0,99097.0
20131129:1900,-37.14,70.6,0.0,-0.0,0.0,133.4,0.55,140.0,99077.0
20131129:2000,-38.05,70.05,0.0,-0.0,0.0,147.1,0.62,140.0,99057.0
20131129:2100,-38.32,69.8,0.0,-0.0,0.0,132.85,0.41,153.0,99067.0
20131129:2200,-38.4,69.9,0.0,-0.0,0.0,134.75,0.34,176.0,99156.0
20131129:2300,-38.43,69.75,0.0,-0.0,0.0,139.95,0.34,188.0,99136.0
20131130:0000,-38.64,69.75,0.0,-0.0,0.0,133.2,0.41,176.0,99166.0
20131130:0100,-38.92,69.65,0.0,-0.0,0.0,138.3,0.48,186.0,99205.0
20131130:0200,-38.8,69.75,0.05,0.0,0.05,138.6,0.55,198.0,99215.0
20131130:0300,-39.8,69.25,2.45,0.0,2.45,141.5,0.62,204.0,99205.0
20131130:0400,-39.63,69.4,0.0,-0.0,0.0,136.3,0.62,203.0,99254.0
20131130:0500,-39.4,69.6,0.0,-0.0,0.0,140.75,0.69,208.0,99225.0
20131130:0600,-39.47,69.8,0.0,-0.0,0.0,142.1,0.76,211.0,99244.0
20131130:0700,-37.62,69.6,0.0,-0.0,0.0,132.45,1.1,180.0,99264.0
20131130:0800,-37.51,70.0,0.0,-0.0,0.0,135.15,1.1,179.0,99293.0
20131130:0900,-37.01,70.15,0.0,-0.0,0.0,138.8,1.1,183.0,99284.0
20131130:1000,-36.24,70.05,0.0,-0.0,0.0,142.3,1.03,180.0,99392.0
20131130:1100,-35.21,69.6,0.0,-0.0,0.0,141.7,0.97,182.0,99352.0
20131130:1200,-34.71,70.05,0.0,-0.0,0.0,142.3,0.97,184.0,99313.0
20131130:1300,-34.25,71.15,0.0,-0.0,0.0,144.0,1.03,182.0,99333.0
20131130:1400,-33.87,72.7,0.0,-0.0,0.0,143.25,1.1,171.0,99313.0
20131130:1500,-33.36,74.2,0.0,-0.0,0.0,146.55,1.1,169.0,99303.0
20131130:1600,-31.59,77.05,0.0,-0.0,0.0,164.42,1.61,177.0,99274.0
20131130:1700,-31.39,76.95,0.0,-0.0,0.0,165.18,1.59,175.0,99264.0
20131130:1800,-31.2,76.85,0.0,-0.0,0.0,165.95,1.56,173.0,99264.0
20131130:1900,-31.0,76.74,0.0,-0.0,0.0,166.71,1.54,170.0,99264.0
20131130:2000,-30.8,76.64,0.0,-0.0,0.0,167.48,1.52,170.0,99244.0
20131130:2100,-30.6,76.53,0.0,-0.0,0.0,168.24,1.5,170.0,99264.0
20131130:2200,-30.4,76.43,0.0,-0.0,0.0,169.01,1.47,171.0,99313.0
20131130:2300,-30.2,76.33,0.0,-0.0,0.0,169.77,1.45,171.0,99323.0
20171201:0000,-30.01,76.22,0.0,-0.0,0.0,170.54,1.43,192.0,99884.0
20171201:0100,-29.81,76.12,0.0,-0.0,0.0,171.3,1.41,188.0,99903.0
20171201:0200,-29.61,76.02,0.0,-0.0,0.0,172.06,1.38,181.0,99903.0
20171201:0300,-29.41,75.91,2.5,0.0,2.5,172.83,1.36,174.0,99913.0
20171201:0400,-29.21,75.81,0.0,-0.0,0.0,173.59,1.34,168.0,99952.0
20171201:0500,-29.01,75.7,0.0,-0.0,0.0,174.36,1.31,164.0,100002.0
20171201:0600,-28.81,75.6,0.0,-0.0,0.0,175.12,1.29,164.0,100011.0
20171201:0700,-28.62,75.5,0.0,-0.0,0.0,175.89,1.27,160.0,100070.0
20171201:0800,-32.78,73.4,0.0,-0.0,0.0,143.25,1.31,164.0,100110.0
20171201:0900,-33.33,73.2,0.0,-0.0,0.0,150.4,1.24,167.0,100179.0
20171201:1000,-33.79,73.0,0.0,-0.0,0.0,151.55,1.24,165.0,100277.0
20171201:1100,-34.71,72.7,0.0,-0.0,0.0,132.05,1.31,165.0,100297.0
20171201:1200,-35.23,72.25,0.0,-0.0,0.0,145.0,1.24,166.0,100365.0
20171201:1300,-36.35,71.3,0.0,-0.0,0.0,147.3,0.9,172.0,100395.0
20171201:1400,-37.34,70.75,0.0,-0.0,0.0,134.75,0.9,180.0,100434.0
20171201:1500,-38.14,70.25,0.0,-0.0,0.0,137.25,0.83,186.0,100444.0
20171201:1600,-38.46,70.2,0.0,-0.0,0.0,133.8,0.83,196.0,100464.0
20171201:1700,-38.88,70.3,0.0,-0.0,0.0,122.6,0.9,196.0,100542.0
20171201:1800,-38.43,70.35,0.0,-0.0,0.0,125.1,0.97,196.0,100542.0
20171201:1900,-40.18,70.3,0.0,-0.0,0.0,121.85,1.24,207.0,100601.0
20171201:2000,-40.92,69.9,0.0,-0.0,0.0,124.35,1.24,207.0,100621.0
20171201:2100,-41.5,69.55,0.0,-0.0,0.0,125.9,1.31,210.0,100651.0
20171201:2200,-41.78,69.7,0.0,-0.0,0.0,123.75,1.38,213.0,100818.0
20171201:2300,-41.91,69.85,0.0,-0.0,0.0,124.15,1.38,212.0,100808.0
20171202:0000,-42.12,69.8,0.0,-0.0,0.0,124.55,1.38,211.0,100887.0
20171202:0100,-42.35,69.7,0.0,-0.0,0.0,125.75,1.38,215.0,100877.0
20171202:0200,-42.54,69.9,0.0,-0.0,0.0,124.35,1.45,219.0,100896.0
20171202:0300,-42.54,69.95,1.5,0.0,1.5,125.3,1.45,219.0,100877.0
20171202:0400,-42.62,69.9,0.0,-0.0,0.0,124.35,1.45,211.0,100877.0
20171202:0500,-42.6,69.7,0.0,-0.0,0.0,125.3,1.38,204.0,100896.0
20171202:0600,-42.49,69.7,0.0,-0.0,0.0,127.45,1.31,208.0,100926.0
20171202:0700,-43.15,69.15,0.0,-0.0,0.0,132.05,1.38,223.0,100926.0
20171202:0800,-43.34,68.7,0.0,-0.0,0.0,135.15,1.52,223.0,100946.0
20171202:0900,-43.29,68.7,0.0,-0.0,0.0,133.05,1.38,220.0,100946.0
20171202:1000,-43.11,68.5,0.0,-0.0,0.0,133.4,1.24,221.0,101103.0
20171202:1100,-43.09,68.4,0.0,-0.0,0.0,132.65,1.24,226.0,101093.0
20171202:1200,-43.39,68.45,0.0,-0.0,0.0,129.0,1.24,228.0,101113.0
20171202:1300,-43.6,68.35,0.0,-0.0,0.0,126.1,1.24,228.0,101083.0
20171202:1400,-43.65,68.05,0.0,-0.0,0.0,128.2,1.17,232.0,101083.0
20171202:1500,-43.8,67.7,0.0,-0.0,0.0,131.3,1.24,236.0,101054.0
20171202:1600,-43.83,67.75,0.0,-0.0,0.0,136.7,1.17,232.0,101014.0
20171202:1700,-43.22,66.85,0.0,-0.0,0.0,147.5,1.03,231.0,101005.0
20171202:1800,-42.8,66.5,0.0,-0.0,0.0,150.2,0.97,233.0,100975.0
20171202:1900,-41.77,66.85,0.0,-0.0,0.0,162.9,1.03,241.0,100946.0
20171202:2000,-40.66,67.0,0.0,-0.0,0.0,171.4,0.97,230.0,100906.0
20171202:2100,-39.81,67.05,0.0,-0.0,0.0,176.05,0.9,226.0,100887.0
20171202:2200,-39.08,67.05,0.0,-0.0,0.0,177.4,0.83,233.0,100965.0
20171202:2300,-38.3,66.75,0.0,-0.0,0.0,180.25,0.76,235.0,100955.0
20171203:0000,-37.35,66.5,0.0,-0.0,0.0,186.25,0.76,225.0,100926.0
20171203:0100,-36.74,66.35,0.0,-0.0,0.0,181.85,0.9,220.0,100887.0
20171203:0200,-36.28,66.75,0.0,-0.0,0.0,180.1,0.97,225.0,100887.0
20171203:0300,-36.13,67.5,0.85,0.0,0.85,170.05,0.97,223.0,100896.0
20171203:0400,-36.19,68.35,0.0,-0.0,0.0,162.9,1.03,219.0,100867.0
20171203:0500,-36.18,69.35,0.0,-0.0,0.0,161.55,1.03,220.0,100847.0
20171203:0600,-36.38,70.6,0.0,-0.0,0.0,153.85,1.1,219.0,100828.0
20171203:0700,-36.85,70.9,0.0,-0.0,0.0,162.15,1.31,213.0,100828.0
20171203:0800,-36.8,70.9,0.0,-0.0,0.0,163.9,1.31,212.0,100798.0
20171203:0900,-36.74,70.95,0.0,-0.0,0.0,163.3,1.24,209.0,100759.0
20171203:1000,-36.73,70.9,0.0,-0.0,0.0,162.35,1.24,207.0,100788.0
20171203:1100,-36.46,71.05,0.0,-0.0,0.0,171.6,1.1,204.0,100759.0
20171203:1200,-36.37,71.1,0.0,-0.0,0.0,167.55,1.1,204.0,100729.0
20171203:1300,-36.3,71.0,0.0,-0.0,0.0,169.3,1.03,203.0,100729.0
20171203:1400,-36.1,70.4,0.0,-0.0,0.0,175.45,1.03,202.0,100710.0
20171203:1500,-35.62,71.35,0.0,-0.0,0.0,179.9,0.97,202.0,100680.0
20171203:1600,-35.35,71.65,0.0,-0.0,0.0,178.35,1.03,200.0,100670.0
20171203:1700,-35.21,71.8,0.0,-0.0,0.0,175.25,1.1,200.0,100660.0
20171203:1800,-35.13,71.8,0.0,-0.0,0.0,172.55,1.17,199.0,100651.0
20171203:1900,-35.41,71.65,0.0,-0.0,0.0,161.75,1.03,197.0,100680.0
20171203:2000,-35.48,71.65,0.0,-0.0,0.0,158.7,1.1,198.0,100670.0
20171203:2100,-35.61,71.7,0.0,-0.0,0.0,157.7,1.1,196.0,100670.0
20171203:2200,-35.87,71.5,0.0,-0.0,0.0,153.85,1.17,197.0,100670.0
20171203:2300,-36.32,71.25,0.0,-0.0,0.0,145.75,1.24,194.0,100719.0
20171204:0000,-36.6,71.2,0.0,-0.0,0.0,147.9,1.24,192.0,100710.0
20171204:0100,-37.12,70.8,0.0,-0.0,0.0,151.4,1.03,194.0,100769.0
20171204:0200,-37.45,70.65,0.0,-0.0,0.0,141.5,1.24,199.0,100788.0
20171204:0300,-37.94,70.3,0.25,0.0,0.25,147.1,1.03,208.0,100798.0
20171204:0400,-38.32,70.15,0.0,-0.0,0.0,135.9,1.17,209.0,100818.0
20171204:0500,-38.61,69.95,0.0,-0.0,0.0,137.45,1.17,210.0,100808.0
20171204:0600,-38.83,69.7,0.0,-0.0,0.0,144.0,1.03,209.0,100837.0
20171204:0700,-36.84,71.05,0.0,-0.0,0.0,148.65,0.83,214.0,100857.0
20171204:0800,-37.25,71.2,0.0,-0.0,0.0,144.2,0.97,222.0,100906.0
20171204:0900,-37.53,71.45,0.0,-0.0,0.0,145.75,1.03,222.0,100906.0
20171204:1000,-37.84,71.05,0.0,-0.0,0.0,152.7,1.03,226.0,100936.0
20171204:1100,-38.07,71.1,0.0,-0.0,0.0,146.35,1.17,221.0,100926.0
20171204:1200,-38.52,70.95,0.0,-0.0,0.0,144.4,1.24,221.0,100946.0
20171204:1300,-39.18,71.15,0.0,-0.0,0.0,131.7,1.45,218.0,100965.0
20171204:1400,-39.29,70.9,0.0,-0.0,0.0,139.0,1.38,216.0,100965.0
20171204:1500,-38.95,70.6,0.0,-0.0,0.0,150.4,1.38,214.0,100955.0
20171204:1600,-37.91,69.75,0.0,-0.0,0.0,175.45,1.17,208.0,100965.0
20171204:1700,-36.92,69.65,0.0,-0.0,0.0,181.25,1.03,203.0,100955.0
20171204:1800,-36.16,69.15,0.0,-0.0,0.0,180.85,1.1,200.0,100936.0
20171204:1900,-35.94,70.35,0.0,-0.0,0.0,170.85,1.03,190.0,100985.0
20171204:2000,-35.93,70.35,0.0,-0.0,0.0,165.8,1.17,196.0,100985.0
20171204:2100,-36.38,70.65,0.0,-0.0,0.0,152.7,1.24,198.0,101005.0
20171204:2200,-36.62,70.95,0.0,-0.0,0.0,153.65,1.24,196.0,101064.0
20171204:2300,-36.99,70.25,0.0,-0.0,0.0,146.9,1.24,194.0,101054.0
20171205:0000,-37.25,70.05,0.0,-0.0,0.0,149.25,1.24,197.0,101073.0
20171205:0100,-37.87,70.4,0.0,-0.0,0.0,144.45,1.17,200.0,101103.0
20171205:0200,-38.27,70.35,0.0,-0.0,0.0,138.8,1.24,202.0,101083.0
20171205:0300,-38.63,69.7,0.0,-0.0,0.0,138.45,1.24,201.0,101083.0
20171205:0400,-39.09,69.75,0.0,-0.0,0.0,137.65,1.17,199.0,101083.0
20171205:0500,-39.24,69.8,0.0,-0.0,0.0,141.15,1.1,199.0,101093.0
20171205:0600,-39.45,69.7,0.0,-0.0,0.0,141.3,1.1,201.0,101083.0
20171205:0700,-38.91,70.15,0.0,-0.0,0.0,138.8,1.03,209.0,101083.0
20171205:0800,-39.31,70.45,0.0,-0.0,0.0,136.1,1.1,206.0,101113.0
20171205:0900,-39.73,70.45,0.0,-0.0,0.0,136.9,1.1,204.0,101113.0
20171205:1000,-39.95,70.3,0.0,-0.0,0.0,132.25,1.1,205.0,101182.0
20171205:1100,-40.21,70.2,0.0,-0.0,0.0,131.7,1.1,208.0,101182.0
20171205:1200,-40.47,70.0,0.0,-0.0,0.0,134.95,1.03,215.0,101142.0
20171205:1300,-40.59,69.8,0.0,-0.0,0.0,131.7,1.03,220.0,101132.0
20171205:1400,-40.35,69.6,0.0,-0.0,0.0,129.95,0.9,214.0,101103.0
20171205:1500,-40.32,69.3,0.0,-0.0,0.0,133.8,0.83,211.0,101093.0
20171205:1600,-40.53,69.25,0.0,-0.0,0.0,130.7,0.83,211.0,101083.0
20171205:1700,-40.57,68.85,0.0,-0.0,0.0,129.0,0.76,213.0,101064.0
20171205:1800,-40.73,68.75,0.0,-0.0,0.0,128.2,0.76,219.0,101014.0
20171205:1900,-41.92,68.7,0.0,-0.0,0.0,125.3,0.9,219.0,100975.0
20171205:2000,-42.43,68.85,0.0,-0.0,0.0,129.35,0.97,224.0,100946.0
20171205:2100,-42.94,68.3,0.0,-0.0,0.0,131.3,0.9,225.0,100975.0
20171205:2200,-43.13,68.1,0.0,-0.0,0.0,125.7,0.9,224.0,100995.0
20171205:2300,-43.26,68.15,0.0,-0.0,0.0,125.9,0.9,227.0,101014.0
20171206:0000,-43.5,68.05,0.0,-0.0,0.0,123.95,0.97,227.0,101005.0
20171206:0100,-43.68,67.65,0.0,-0.0,0.0,126.9,0.9,227.0,100985.0
20171206:0200,-43.81,67.8,0.0,-0.0,0.0,126.45,0.9,226.0,100985.0
20171206:0300,-44.32,67.85,0.0,-0.0,0.0,120.7,1.03,228.0,101005.0
20171206:0400,-44.61,67.95,0.0,-0.0,0.0,121.45,1.03,229.0,101014.0
20171206:0500,-44.82,67.7,0.0,-0.0,0.0,121.25,1.1,227.0,101014.0
20171206:0600,-44.89,67.7,0.0,-0.0,0.0,123.0,1.1,226.0,101024.0
20171206:0700,-45.39,67.7,0.0,-0.0,0.0,122.25,1.17,229.0,101054.0
20171206:0800,-45.75,67.2,0.0,-0.0,0.0,122.45,1.17,230.0,101093.0
